0.0025	0.9668
0.0075	0.998
0.0125	1.0116
0.0175	0.9636
0.0225	0.9648
0.0275	1.0396
0.0325	0.9804
0.0375	1.012
0.0425	1.0092
0.0475	1.002
0.0525	0.9928
0.0575	1.0156
0.0625	0.9924
0.0675	0.992
0.0725	0.9652
0.0775	0.9672
0.0825	0.9644
0.0875	1.0336
0.0925	0.9884
0.0975	0.9924
0.1025	1.0132
0.1075	1.0156
0.1125	0.9916
0.1175	0.9956
0.1225	1.0128
0.1275	1.0196
0.1325	0.9828
0.1375	0.9872
0.1425	0.9896
0.1475	0.9744
0.1525	0.9968
0.1575	0.9816
0.1625	0.9692
0.1675	1.004
0.1725	1.0156
0.1775	0.9828
0.1825	0.996
0.1875	0.9608
0.1925	0.9688
0.1975	1.026
0.2025	1.0096
0.2075	1.0116
0.2125	1.0316
0.2175	0.9904
0.2225	0.9776
0.2275	1.0504
0.2325	1.0008
0.2375	0.966
0.2425	0.986
0.2475	1.0004
0.2525	1.0068
0.2575	0.992
0.2625	0.9896
0.2675	0.986
0.2725	1.0216
0.2775	0.9916
0.2825	0.9808
0.2875	0.9944
0.2925	1.0032
0.2975	0.9876
0.3025	0.9976
0.3075	0.9988
0.3125	0.9984
0.3175	1.028
0.3225	0.9672
0.3275	1.0516
0.3325	0.988
0.3375	1.0144
0.3425	0.9952
0.3475	0.9996
0.3525	0.9864
0.3575	0.9844
0.3625	1
0.3675	1
0.3725	0.986
0.3775	1.0056
0.3825	0.9648
0.3875	1.0324
0.3925	0.9792
0.3975	1.0348
0.4025	0.9888
0.4075	1.0144
0.4125	0.9988
0.4175	0.9888
0.4225	1.0248
0.4275	1.0232
0.4325	0.9796
0.4375	1.0108
0.4425	1.0124
0.4475	1.0144
0.4525	1.036
0.4575	0.9724
0.4625	1.01
0.4675	0.9916
0.4725	0.966
0.4775	0.998
0.4825	1.0028
0.4875	0.9828
0.4925	0.9968
0.4975	0.9876
0.5025	1.0156
0.5075	1.0028
0.5125	1.024
0.5175	0.9884
0.5225	1.0004
0.5275	0.9692
0.5325	1.03
0.5375	1.0016
0.5425	1.0104
0.5475	1.0112
0.5525	1.0328
0.5575	1.0104
0.5625	1.0268
0.5675	0.96
0.5725	1.0052
0.5775	0.9948
0.5825	0.9904
0.5875	0.9952
0.5925	0.9888
0.5975	1.0312
0.6025	0.9684
0.6075	0.9768
0.6125	0.998
0.6175	0.9768
0.6225	1.018
0.6275	0.9984
0.6325	1.0172
0.6375	1.0112
0.6425	1.0188
0.6475	1.0104
0.6525	0.9788
0.6575	0.9928
0.6625	1.0096
0.6675	1.0096
0.6725	1.0072
0.6775	0.9972
0.6825	1.0508
0.6875	1.0356
0.6925	0.9728
0.6975	0.9828
0.7025	1.0048
0.7075	0.9776
0.7125	0.9812
0.7175	0.9936
0.7225	0.9932
0.7275	1.0408
0.7325	1.0268
0.7375	1.0052
0.7425	1.0072
0.7475	0.9764
0.7525	1.0036
0.7575	1.0004
0.7625	0.9868
0.7675	0.9968
0.7725	1.0016
0.7775	1.0356
0.7825	1.0364
0.7875	1.0108
0.7925	1.0096
0.7975	0.9964
0.8025	0.9936
0.8075	1.0276
0.8125	1.004
0.8175	0.9992
0.8225	0.9892
0.8275	1.01
0.8325	1.022
0.8375	0.9864
0.8425	1.0204
0.8475	1.0016
0.8525	0.9728
0.8575	1.0352
0.8625	1.0396
0.8675	0.9708
0.8725	1.0212
0.8775	1.0032
0.8825	1.0004
0.8875	0.9796
0.8925	0.9824
0.8975	0.9444
0.9025	1.0276
0.9075	0.9764
0.9125	1.012
0.9175	0.988
0.9225	1.0428
0.9275	0.9608
0.9325	1.0216
0.9375	1.052
0.9425	0.9968
0.9475	0.9892
0.9525	0.9732
0.9575	1.0144
0.9625	0.9836
0.9675	0.9976
0.9725	1.0128
0.9775	0.9864
0.9825	1.0008
0.9875	0.9904
0.9925	1.0436
0.9975	0.9948
